Código;Município;Área (km²);Densidade demográfica, 2000;Distância à capital (km);Esperança de vida ao nascer, 2000;Taxa de fecundidade total, 2000;Renda per Capita, 2000;Índice de Gini, 2000;Intensidade da indigência, 2000;Intensidade da pobreza, 2000;Índice de Desenvolvimento Humano Municipal, 2000;Taxa bruta de freqüência à escola, 2000;Taxa de alfabetização, 2000;Média de anos de estudo das pessoas de 25 anos ou mais de idade, 2000;População total, 2000;QTD_TOTAL_CNPJ_SUPERMERCADO;Variacao_Populacao_1991_a_2000;Percentual_Populacao_65_anos;Percentual_Populacao_Urbana;Supermercados per Capita
260440;Chã de Alegria (PE);58.2;190.8;37.0020313;68.21;2.55;69.65;0.56;51.4;55.82;0.629;78.67;63.48;3.11;11102;15.0;0.01862556197816323;0.05377409475770131;0.7279769410916952;0.0013511079084849577
260450;Chã Grande (PE);83.7;219.9;67.10021211;64.12;2.64;94.95;0.47;37.53;43.92;0.612;78.6;58.56;2.6;18407;14.0;0.18762500806503635;0.06502960830118977;0.63758352800565;0.0007605802140490031
270190;Chã Preta (AL);202.1;38.4;76.59528154;61.48;4.23;62.21;0.59;50.52;60.07;0.559;71.36;55.43;2.47;7760;14.0;-0.053196681307955074;0.05231958762886598;0.4731958762886598;0.0018041237113402063
311620;Chiador (MG);253.0;11.7;260.1764402;70.45;2.58;166.84;0.51;31.43;36.2;0.719;68.52;81.6;4.13;2958;2.0;0.020000000000000018;0.08891142663962137;0.4766734279918864;0.000676132521974307
430540;Chiapeta (RS);397.5;11.3;352.7095228;69.52;2.43;196.73;0.54;40.41;43.64;0.76;83.17;91.16;5.14;4481;;0.021426943241394936;0.0711894666369114;0.5681767462619951;
410540;Chopinzinho (PR);983.0;20.9;329.0193391;71.9;2.9;223.34;0.58;50.16;47.29;0.773;81.13;88.67;4.84;20543;65.0;0.04939722108704525;0.05461714452611595;0.5125346833471256;0.003164094825488001
230395;Chorozinho (CE);308.3;60.7;64.98331816;64.88;3.54;82.49;0.53;41.72;50.73;0.633;88.95;64.22;2.67;18707;1.0;0.2075264652723987;0.05677019297589138;0.5061741594055701;5.345592558935158e-05
230393;Choró (CE);792.7;15.1;141.5843487;60.79;4.18;53.28;0.61;62.83;67.43;0.57;87.44;57.77;1.98;12001;1.0;0.11543823775443807;0.0681609865844513;0.2373968835930339;8.332638946754438e-05
290770;Chorrochó (BA);2658.9;3.7;448.0148691;58.38;3.21;68.4;0.64;66.11;64.63;0.589;83.82;67.87;3.12;10171;13.0;0.05914818285952306;0.0778684495133222;0.21187690492576935;0.0012781437420116017
430543;Chuí (RS);200.7;25.9;457.5629599;71.02;2.54;309.89;0.57;47.3;43.84;0.811;87.28;96.79;6.84;5167;81.0;0.17271901951883795;0.051287013741048965;0.9403909425198375;0.015676407973679116
110092;Chupinguaia (RO);5150.7;1.1;533.7916277;66.62;3.52;164.97;0.57;47.69;43.51;0.707;72.03;84.13;3.67;5521;11.0;0.4203756110110626;0.024089838797319327;0.3539213910523456;0.001992392682485057
430544;Chuvisca (RS);214.2;21.0;107.8426482;75.35;2.42;232.97;0.5;34.01;38.61;0.776;69.22;86.45;3.55;4502;;-0.11412829594647778;0.06108396268325189;0.04175921812527766;
410550;Cianorte (PR);813.7;70.5;389.7114426;75.94;2.25;312.63;0.55;49.13;33.25;0.818;82.54;89.61;5.41;57401;137.0;0.15156682582353653;0.0669152105364018;0.8648629814811588;0.0023867180014285464
410560;Cidade Gaúcha (PR);401.6;23.7;435.6918055;67.7;2.36;224.45;0.53;35.32;31.64;0.749;87.41;84.95;4.89;9531;22.0;0.125;0.06431644108697933;0.8058965481061798;0.002308257265764348
520549;Cidade Ocidental (GO);389.8;103.6;156.6826924;71.23;2.63;259.11;0.51;58.03;46.72;0.795;88.09;93.25;6.53;40377;63.0;0.3971280276816609;0.02513807365579414;0.8535800084206355;0.0015602942269113604
210325;Cidelândia (MA);1467.1;8.1;484.8369352;61.47;4.07;83.48;0.56;48.58;50.59;0.613;81.34;67.16;2.54;11816;10.0;-0.12109491222850344;0.04697020988490183;0.391249153689912;0.0008463100880162492
430545;Cidreira (RS);241.9;36.6;96.80425996;72.48;3.25;303.71;0.58;42.51;38.93;0.808;81.84;95.08;6.24;8882;56.0;0.7835341365461848;0.07959918937176312;0.9581175410943481;0.006304886286872326
311630;Cipotânea (MG);153.9;41.2;135.625152;64.54;2.49;88.79;0.59;53.98;57.55;0.643;65.89;79.28;3.27;6345;13.0;0.016826923076923128;0.08494877856579984;0.38108747044917257;0.002048857368006304
290790;Cipó (BA);165.3;86.4;207.9065424;60.49;2.92;101.4;0.58;44.85;53.49;0.61;68.94;69.76;3.3;14285;36.0;0.16393709769412523;0.06629331466573328;0.6669233461673084;0.002520126006300315
430550;Ciríaco (RS);277.8;18.9;197.8665882;71.85;2.29;232.19;0.56;40.05;42.34;0.769;76.26;88.48;4.63;5252;15.0;-0.09914236706689539;0.08187357197258187;0.39394516374714394;0.0028560548362528563
290780;Cícero Dantas (BA);726.6;42.6;263.8331164;56.31;2.73;102.98;0.57;45.61;50.41;0.574;75.2;60.49;2.64;30934;67.0;0.1372376015587662;0.08330639425874442;0.5106678735372082;0.0021659015969483415
311640;Claraval (MG);211.3;20.1;351.4854551;71.33;2.56;191.61;0.48;45.77;32.53;0.74;66.35;86.35;3.83;4242;4.0;0.24435318275153994;0.054455445544554455;0.48585572842998587;0.000942951438000943
311650;Claro dos Poções (MG);708.3;11.6;305.3021422;67.04;3.19;107.7;0.52;37.92;47.53;0.685;81.41;79.41;3.89;8193;70.0;-0.005462490895848493;0.05834248748932015;0.6172342243378494;0.008543878921030148
510305;Cláudia (MT);3919.9;2.6;471.8141175;73.12;2.91;439.76;0.68;72.04;37.29;0.813;76.4;88.97;4.36;10249;31.0;0.9043106651802304;0.024197482681237194;0.766123524246268;0.0030246853351546493
311660;Cláudio (MG);632.1;35.6;109.4550727;67.54;2.07;205.05;0.47;33.93;31.3;0.735;66.62;91.94;5.16;22522;46.0;0.21865699908013636;0.0643814936506527;0.7632093064559098;0.002042447384779327
351190;Clementina (SP);169.2;31.9;449.3106713;75.42;2.36;216.05;0.45;46.66;30.22;0.792;82.9;88.39;5.24;5404;7.0;0.10669670284661059;0.06865284974093264;0.9174685418208735;0.0012953367875647669
410570;Clevelândia (PR);703.6;26.0;337.2357507;67.93;2.95;194.55;0.56;30.78;37.87;0.73;72.48;87.05;4.7;18338;74.0;0.015561831976518725;0.05802159450321736;0.8078307339949831;0.00403533645981023
290800;Coaraci (BA);297.9;95.3;216.8639829;66.35;2.37;99.23;0.6;46.65;52.65;0.655;80.91;69.86;3.34;27852;88.0;-0.10339943342776203;0.07170041648714634;0.8354516731293983;0.00315955766192733
130120;Coari (AM);57529.7;1.2;362.4173738;67.16;3.93;81.17;0.58;51.39;56.06;0.627;64.6;68.48;3.19;67096;205.0;0.734732923108744;0.028898891141051628;0.5887683319422916;0.0030553237152736376
220270;Cocal (PI);918.6;26.3;226.7547072;60.23;3.82;61.2;0.57;57.85;60.2;0.54;64.91;53.66;2.0;24150;61.0;0.06467398492262921;0.05875776397515528;0.4408695652173913;0.002525879917184265
220271;Cocal de Telha (PI);315.2;13.5;109.1537267;66.01;3.9;67.08;0.51;49.55;57.78;0.597;80.52;54.49;2.26;4248;;-0.22651128914785146;0.06073446327683616;0.525894538606403;
420425;Cocal do Sul (SC);78.5;174.6;135.0824033;75.32;2.0;288.55;0.42;55.32;32.33;0.823;82.19;95.5;6.11;13726;5.0;0.26007527770127603;0.03897712370683375;0.8310505609791636;0.0003642721841760163
220272;Cocal dos Alves (PI);288.4;17.9;212.8550771;57.36;3.31;56.0;0.57;55.66;63.31;0.509;68.34;47.18;1.43;5155;;0.19688878569770152;0.05431619786614937;0.2587778855480116;
510310;Cocalinho (MT);19486.3;0.3;563.4717844;69.91;2.76;218.29;0.59;48.68;37.63;0.727;68.19;80.17;4.05;5504;16.0;0.008612790910756729;0.029978197674418606;0.6520712209302325;0.0029069767441860465
520551;Cocalzinho de Goiás (GO);1794.3;8.1;110.7772937;69.09;2.76;138.4;0.54;53.25;47.51;0.704;74.05;79.94;3.73;14626;20.0;0.35288132457681987;0.045808833584028444;0.41022836045398603;0.0013674278681799535
290810;Cocos (BA);10121.2;1.7;664.3578826;65.21;3.1;82.9;0.63;71.8;64.16;0.615;66.91;66.13;2.52;17611;56.0;0.1018582243633861;0.06581114076429505;0.36477201748906934;0.003179830787575947
130130;Codajás (AM);18988.4;0.9;239.7224014;61.87;4.63;70.9;0.53;52.76;59.12;0.593;62.52;70.61;3.14;17507;117.0;0.30047541227157937;0.03587136573941852;0.6448277831724453;0.006683041069286571
210330;Codó (MA);4246.6;26.1;218.8486387;56.55;3.62;76.65;0.62;55.69;59.36;0.558;76.46;59.38;2.82;111146;262.0;0.0801045644927747;0.06093786551022979;0.6756248537959081;0.0023572598204163893
210340;Coelho Neto (MA);976.1;43.2;239.377116;57.69;3.92;85.25;0.56;42.85;52.67;0.588;83.02;64.2;2.85;42214;181.0;0.06415588998966437;0.043540057800729615;0.8231155540815843;0.004287677073956508
311670;Coimbra (MG);107.1;60.2;166.6943103;73.59;2.33;178.2;0.53;33.49;36.36;0.756;71.4;87.43;4.69;6523;23.0;0.19098046375753142;0.09688793499923348;0.5347232868312126;0.0035259849762379275
270200;Coité do Nóia (AL);88.9;134.9;92.53563836;63.2;3.58;62.86;0.58;50.71;60.83;0.569;74.62;53.77;2.05;11993;16.0;0.223900397999796;0.05086300341866089;0.21003918952722422;0.0013341115650796298
220273;Coivaras (PI);587.2;6.0;48.10477518;64.48;2.83;58.44;0.51;48.52;55.38;0.587;75.71;59.88;2.27;3507;1.0;-0.006234060640408101;0.06757912745936698;0.249500998003992;0.00028514399771884804
150260;Colares (PA);612.5;17.3;62.72359069;70.48;3.25;94.81;0.66;53.79;59.09;0.712;81.26;86.07;4.51;10632;5.0;0.27512592947949144;0.05304740406320542;0.3045522949586155;0.00047027840481565086
320150;Colatina (ES);1789.3;62.9;91.91936147;70.72;2.43;272.35;0.57;45.78;37.03;0.773;75.39;89.41;5.64;112711;256.0;0.12855454982377434;0.06417297335663777;0.8100185429993523;0.0022712956144475696
351200;Colina (SP);425.1;39.2;371.0516577;76.71;2.43;270.8;0.57;51.0;41.75;0.813;80.04;90.24;5.45;16664;26.0;0.04745741404236603;0.07531204992798848;0.8932429188670187;0.0015602496399423908
210350;Colinas (MA);1576.6;22.3;388.5215872;57.85;3.91;74.98;0.62;54.42;61.7;0.563;71.94;61.38;2.91;35803;158.0;0.18060410209061528;0.04896237745440326;0.5815434460799375;0.004413038013574282
430558;Colinas (RS);58.8;41.9;94.61558549;75.56;2.57;258.24;0.39;27.86;28.69;0.811;73.07;97.18;4.93;2462;2.0;-0.19804560260586324;0.15597075548334688;0.417140536149472;0.0008123476848090983
520552;Colinas do Sul (GO);1714.5;2.2;307.8603158;63.36;4.62;125.68;0.62;49.39;52.32;0.671;77.9;80.18;3.51;3702;3.0;0.07056101792943892;0.046461372231226365;0.6075094543490005;0.0008103727714748784
170550;Colinas do Tocantins (TO);846.9;29.9;234.7584511;67.46;2.88;211.05;0.65;43.43;39.54;0.739;88.07;82.25;4.64;25301;177.0;0.2037777143400894;0.04794276906051144;0.9530848583059958;0.006995770918145528
510320;Colíder (MT);3009.9;9.3;536.0026376;67.13;2.26;270.46;0.64;42.77;41.72;0.75;81.31;85.33;4.38;28051;343.0;0.11326745247450098;0.05343838009340131;0.6924173826245054;0.01222772806673559
171670;Colméia (TO);1026.3;9.1;166.6588444;64.68;2.75;148.59;0.61;48.96;46.97;0.684;80.54;77.11;3.8;9352;64.0;0.16116215545070767;0.0561377245508982;0.6798545765611634;0.006843455945252352
410580;Colombo (PR);159.1;1152.4;15.89309231;69.25;2.5;236.16;0.47;64.76;41.51;0.764;75.52;92.78;5.51;183329;568.0;0.5567094347312915;0.03183347970042928;0.9543607394356594;0.0030982550496648103
410590;Colorado (PR);418.9;50.0;397.2075247;71.0;2.17;281.73;0.53;47.87;32.18;0.782;83.41;88.07;5.37;20957;49.0;0.10462787265443807;0.06551510235243595;0.8957388939256573;0.002338120914252994
430560;Colorado (RS);284.7;14.3;239.4687967;75.28;2.02;258.82;0.51;44.16;36.63;0.817;83.77;94.87;5.28;4072;7.0;-0.07349260523321954;0.1019155206286837;0.4712671905697446;0.001719056974459725
110006;Colorado do Oeste (RO);1442.4;15.3;607.1674349;68.24;2.33;200.96;0.57;43.74;41.2;0.739;81.8;84.91;4.42;21892;79.0;-0.14697630922693272;0.04736890188196601;0.6658139959802668;0.0036086241549424447
351210;Colômbia (SP);731.4;8.1;430.3537827;69.95;2.42;257.03;0.57;48.05;36.81;0.763;77.26;87.62;4.54;5954;19.0;0.1272245361605453;0.04400403090359422;0.6919717836748405;0.0031911320120927107
220275;Colônia do Gurguéia (PI);420.2;11.9;360.6424825;66.31;4.08;72.05;0.5;45.33;55.07;0.641;83.41;70.47;3.47;5012;3.0;0.12654529107664647;0.06464485235434957;0.7753391859537111;0.0005985634477254589
220277;Colônia do Piauí (PI);963.5;7.5;247.8003436;62.57;3.16;61.19;0.55;58.04;59.36;0.571;74.53;56.78;1.85;7251;;0.05915863277826472;0.05516480485450283;0.3654668321610812;
270210;Colônia Leopoldina (AL);295.7;59.2;84.12498792;60.89;3.59;76.17;0.54;49.01;54.42;0.578;75.8;58.12;2.61;17493;26.0;0.04504450684031314;0.05625107185731435;0.6524895672554736;0.0014863088092379809
311680;Coluna (MG);348.8;28.6;211.3878637;66.76;3.27;108.29;0.62;44.82;55.2;0.656;72.73;71.05;3.02;9369;17.0;-0.09408238251788825;0.06564201088696765;0.3606574874586402;0.0018144946098836588
170555;Combinado (TO);192.2;23.5;351.0577484;64.57;3.17;131.12;0.63;53.59;52.29;0.673;80.6;75.3;3.53;4524;21.0;-0.07104722792607798;0.04995579133510168;0.8267020335985853;0.004641909814323607
311690;Comendador Gomes (MG);1045.9;2.7;536.1076717;73.73;2.32;313.83;0.55;56.87;39.98;0.795;73.39;89.38;4.68;2842;8.0;-0.04116059379217274;0.06403940886699508;0.4130893736805067;0.0028149190710767065
330095;Comendador Levy Gasparian (RJ);107.5;73.7;97.11936857;68.83;2.34;204.32;0.5;40.38;36.67;0.753;79.75;90.11;5.22;7924;3.0;0.12253860320158672;0.06549722362443211;0.9225138818778394;0.0003785966683493185
311700;Comercinho (MG);665.4;13.1;453.0743703;62.68;2.4;61.54;0.59;61.99;62.64;0.603;77.07;69.54;2.52;10204;35.0;-0.003515625000000022;0.0708545668365347;0.32732261858094863;0.003430027440219522
510330;Comodoro (MT);21826.3;0.7;451.0345337;67.47;2.51;242.47;0.65;59.13;55.25;0.724;69.64;81.22;4.15;15046;19.0;0.5085221576097854;0.027382693074571314;0.5891931410341619;0.0012627940980991625
250440;Conceição (PB);580.1;30.9;404.8810845;65.03;2.86;77.87;0.6;54.74;61.28;0.608;79.33;58.85;3.12;17931;179.0;-0.054621184161965486;0.06558474150911829;0.5728626401204617;0.009982711505214433
311710;Conceição da Aparecida (MG);350.5;26.7;273.6957511;73.96;2.15;298.15;0.54;46.28;27.01;0.784;66.38;88.49;4.34;9372;36.0;0.023367547499454133;0.08279982927870252;0.5983781476739223;0.0038412291933418692
320160;Conceição da Barra (ES);1039.6;25.3;202.028721;63.3;3.01;156.97;0.61;40.16;45.36;0.688;82.98;80.01;4.34;26494;131.0;0.1890315052508751;0.049143202234468185;0.7291839661810221;0.004944515739412697
311520;Conceição da Barra de Minas (MG);273.8;14.7;155.3699444;66.38;2.53;132.9;0.49;32.14;37.79;0.701;69.3;89.02;4.35;4021;1.0;0.031554643406875416;0.06963441929868192;0.6650087043024123;0.0002486943546381497
290820;Conceição da Feira (BA);160.3;109.3;73.94188178;63.93;2.7;96.8;0.53;47.03;48.39;0.668;87.42;79.04;4.29;17514;33.0;0.09006037219144836;0.0662327281032317;0.6416010049103574;0.0018842069201781431
311730;Conceição das Alagoas (MG);1352.2;12.7;463.2906809;71.28;2.32;283.14;0.56;58.09;34.5;0.767;71.52;86.54;4.82;17156;68.0;0.2207200796926143;0.05659827465609699;0.8399393798088133;0.003963627885287946
311720;Conceição das Pedras (MG);101.8;26.7;303.2571879;73.18;2.42;170.88;0.5;32.06;34.28;0.751;70.98;87.46;4.19;2714;5.0;0.08864821500200559;0.07737656595431099;0.4200442151805453;0.0018422991893883567
311740;Conceição de Ipanema (MG);255.3;17.1;236.7054449;70.0;2.25;159.83;0.53;35.98;38.59;0.704;69.51;76.42;3.37;4377;6.0;-0.1522370714700756;0.09618460132510852;0.3246515878455563;0.0013708019191226869
330140;Conceição de Macabu (RJ);348.5;53.7;164.886795;67.32;2.77;213.91;0.51;54.25;43.07;0.738;78.64;86.89;5.66;18782;43.0;0.07485406890236934;0.067404962197849;0.8807368757320839;0.002289426046214461
290830;Conceição do Almeida (BA);291.1;64.8;72.98751746;64.64;2.52;94.82;0.52;49.14;48.15;0.642;80.7;69.67;3.57;18912;24.0;0.019954697443641534;0.09152918781725888;0.439826565143824;0.0012690355329949238
150270;Conceição do Araguaia (PA);5853.9;7.4;760.514593;70.5;3.25;152.98;0.63;52.14;49.25;0.718;78.12;78.75;3.92;43386;631.0;-0.002184862353671768;0.04591342829484166;0.6769464804314755;0.014543862075323837
220280;Conceição do Canindé (PI);874.6;5.6;337.2585834;57.07;3.75;74.73;0.61;54.74;59.28;0.565;78.0;61.06;2.3;4926;24.0;0.13033501606241393;0.07003654080389768;0.5292326431181485;0.0048721071863581
320170;Conceição do Castelo (ES);361.7;30.0;94.551943;67.09;2.21;181.43;0.52;38.49;40.88;0.709;67.41;84.12;4.37;10910;49.0;0.04893760215363918;0.06516956920256645;0.4003666361136572;0.004491292392300642
290840;Conceição do Coité (BA);1090.5;51.6;177.3989507;58.16;2.61;94.9;0.57;46.57;52.05;0.611;79.91;72.13;3.06;56317;53.0;0.0760250678283465;0.06179306426123551;0.4976472468348811;0.0009411012660475522
290850;Conceição do Jacuípe (BA);145.1;180.4;65.24037377;65.21;2.41;140.29;0.56;39.09;42.05;0.695;82.91;81.05;4.61;26194;40.0;0.14359310194280717;0.05734137588760785;0.7431472856379323;0.0015270672673131252
210355;Conceição do Lago-Açu (MA);719.8;15.0;158.9998034;58.66;4.76;47.84;0.47;46.47;58.16;0.529;63.38;59.5;1.82;10774;1.0;0.17299945563418628;0.03591980694263969;0.48746983478745126;9.281603861147207e-05
311750;Conceição do Mato Dentro (MG);1676.6;11.1;102.9982982;67.72;3.43;111.36;0.64;50.13;56.2;0.672;73.89;74.59;3.21;18637;49.0;-0.004486939800224299;0.08847990556420025;0.5706927080538713;0.002629178515855556
311760;Conceição do Pará (MG);250.2;19.2;98.64799685;73.5;2.59;162.99;0.5;45.09;36.83;0.749;69.09;87.64;4.43;4793;11.0;0.22928956142600665;0.0826204882119758;0.3592739411641978;0.0022950135614437724
311770;Conceição do Rio Verde (MG);371.0;33.0;257.5756275;71.53;2.59;237.59;0.59;40.52;33.44;0.747;68.56;82.51;4.71;12273;55.0;0.17198242933537045;0.07300578505662837;0.8631956326896439;0.004481381895217143
170560;Conceição do Tocantins (TO);1914.7;2.3;254.4002689;65.23;3.49;91.7;0.62;53.04;57.45;0.65;82.19;71.92;3.14;4377;21.0;-0.17446246699358736;0.04866346812885538;0.5334704135252456;0.004797806716929404
311780;Conceição dos Ouros (MG);183.1;48.8;345.9224433;72.12;2.81;210.59;0.5;46.53;33.58;0.757;69.95;88.12;4.77;8929;22.0;0.1603638726445744;0.06585283906372494;0.7253891813192966;0.0024638817336767836
351220;Conchal (SP);184.3;122.8;146.0741466;72.53;2.92;248.88;0.54;57.84;40.5;0.77;71.87;87.76;4.56;22676;47.0;0.17662930676629296;0.05155230199329688;0.895087316987123;0.0020726759569588992
351230;Conchas (SP);469.4;31.8;152.3328133;71.45;2.32;364.38;0.57;53.4;34.19;0.796;72.11;92.28;5.97;14904;49.0;0.25349032800672844;0.09333064949006978;0.7566425120772947;0.0032877079978529252
420430;Concórdia (SC);807.7;78.0;345.5196238;76.28;2.05;380.5;0.55;47.03;41.24;0.849;90.09;94.08;5.97;63058;165.0;0.06491708042017086;0.055044562149132545;0.7176567604427669;0.002616638650131625
150275;Concórdia do Pará (PA);710.7;29.7;85.63950872;69.65;4.35;79.18;0.57;58.75;57.07;0.66;79.86;69.82;2.8;20956;24.0;0.3744343149472027;0.04390150792135904;0.5176560412292422;0.0011452567283832794
250450;Condado (PB);377.0;17.2;302.8280482;61.56;2.42;80.44;0.53;49.98;55.53;0.603;81.81;63.28;2.76;6495;5.0;-0.018882175226586084;0.08160123171670516;0.6352578906851424;0.0007698229407236335
260460;Condado (PE);90.9;239.3;57.60170788;66.2;2.88;80.01;0.56;59.49;56.99;0.627;72.24;67.33;3.68;21797;40.0;0.18140921409214084;0.06225627379914667;0.8475019498096068;0.00183511492407212
250460;Conde (PB);164.8;99.6;16.85888497;63.51;3.3;98.57;0.57;48.97;52.03;0.613;72.58;62.31;3.0;16413;24.0;0.5984612388001558;0.04301468348260525;0.6254798025955035;0.0014622555291537195
290860;Conde (BA);954.4;21.4;161.4613194;62.71;4.56;78.9;0.59;59.29;62.78;0.594;68.05;63.93;3.15;20426;32.0;0.2648461205028174;0.06540683442671105;0.5136590619798296;0.001566630764711642
290870;Condeúba (BA);1241.5;14.5;429.8605824;65.81;3.32;107.44;0.65;55.51;57.57;0.631;69.78;64.14;2.21;18047;27.0;0.008324952508660166;0.08450157920984097;0.3508062281819693;0.0014960935335512828
430570;Condor (RS);465.6;13.9;298.528707;72.7;2.43;240.69;0.56;43.27;39.97;0.793;83.1;92.82;5.05;6491;14.0;0.010901728702694236;0.07872438761361886;0.5268833769835156;0.002156832537359421
311787;Confins (MG);42.1;113.9;20.64020981;72.75;2.07;192.05;0.47;53.94;41.89;0.773;80.67;90.62;5.47;4880;6.0;0.4476416493622071;0.05307377049180328;0.6405737704918033;0.0012295081967213116
510335;Confresa (MT);5819.7;3.1;736.7019416;68.37;3.4;162.24;0.63;64.51;55.98;0.704;68.48;80.98;3.48;17841;117.0;0.5770352691593741;0.02707247351605852;0.34801860882237545;0.006557928367243989
250470;Congo (PB);329.8;13.9;212.0009112;66.5;2.84;82.22;0.48;45.81;50.18;0.631;78.12;64.86;3.12;4602;5.0;-0.0990602975724354;0.09865275966970882;0.4728378965667101;0.0010864841373315949
311790;Congonhal (MG);206.3;42.3;337.7481955;69.56;2.26;205.07;0.49;50.1;34.29;0.726;60.08;85.93;4.56;8726;14.0;0.23005356639413588;0.06807242722897089;0.7015814806325923;0.0016044006417602567
311800;Congonhas (MG);306.4;134.3;76.58032707;71.23;2.42;221.57;0.53;56.64;41.5;0.788;89.92;93.11;5.92;41256;63.0;0.16661011197828302;0.04998060888113244;0.9564184603451619;0.0015270506108202443
311810;Congonhas do Norte (MG);484.5;10.2;115.8769812;67.72;3.95;102.37;0.65;57.34;58.65;0.655;72.02;70.09;2.97;4897;13.0;0.08030002206044573;0.08331631611190525;0.4543598121298754;0.0026546865427812946
410600;Congonhinhas (PR);539.4;14.5;245.5202153;67.37;2.79;146.37;0.52;40.94;36.41;0.692;75.5;77.02;3.77;7851;32.0;0.010034735623311475;0.08177302254489874;0.5991593427588843;0.0040759138963189405
311820;Conquista (MG);618.0;9.9;374.9669716;71.28;2.32;268.83;0.58;43.87;30.9;0.779;82.41;87.75;4.9;6101;20.0;-0.13436435868331442;0.07834781183412555;0.7780691689886904;0.0032781511227667594
311830;Conselheiro Lafaiete (MG);371.3;275.8;95.33616696;71.23;2.09;258.21;0.53;46.4;41.14;0.793;83.75;94.55;6.39;102836;277.0;0.15469520205706333;0.05840367186588354;0.967705861760473;0.002693609241899724
410610;Conselheiro Mairinck (PR);193.3;17.9;219.3645474;65.41;2.86;203.58;0.62;43.6;41.25;0.707;75.58;80.26;4.19;3463;22.0;-0.008588605782994585;0.08085475021657522;0.6947733179324286;0.006352873231302339
311840;Conselheiro Pena (MG);1412.7;15.4;269.8854123;70.93;2.06;208.68;0.62;39.46;40.86;0.734;73.73;79.22;4.29;21734;89.0;-0.08179129700042242;0.08157725223152663;0.7642863715836937;0.004094966412073249
311850;Consolação (MG);86.1;19.7;365.6979188;69.57;2.84;145.46;0.51;36.82;38.27;0.703;67.91;80.56;3.64;1699;3.0;-0.005269320843091285;0.08416715715126545;0.5002942907592701;0.0017657445556209534
430580;Constantina (RS);278.5;41.9;307.5515927;75.51;2.38;227.53;0.51;38.59;43.66;0.796;80.7;89.79;4.86;11667;24.0;-0.09326183259501053;0.07945487271792234;0.4973000771406531;0.0020570840833119054
311860;Contagem (MG);195.2;2748.0;16.37617324;70.07;2.0;280.59;0.51;55.55;41.85;0.789;81.68;94.38;6.49;538017;1278.0;0.19668896856677676;0.03945971967428538;0.9912883793634774;0.0023753896252348902
410620;Contenda (PR);322.3;41.1;38.07006198;71.09;2.74;207.6;0.56;50.66;44.0;0.761;70.46;92.5;4.59;13241;41.0;0.1286225707466757;0.05754852352541349;0.4773053394758704;0.0030964428668529566
290880;Contendas do Sincorá (BA);865.3;4.9;287.3238581;61.19;2.18;97.25;0.55;47.52;50.4;0.619;75.8;69.55;2.94;4264;11.0;-0.10476590384211626;0.09896810506566604;0.5466697936210131;0.0025797373358348967
311870;Coqueiral (MG);297.4;32.3;217.0947103;72.25;2.93;197.57;0.51;38.33;34.22;0.752;67.76;87.88;4.55;9612;42.0;0.04319513783373119;0.07126508531002913;0.6364960466084062;0.004369538077403246
270220;Coqueiro Seco (AL);40.4;126.8;8.072861755;66.9;3.02;94.64;0.6;60.88;57.4;0.631;70.57;64.31;3.71;5134;19.0;0.07316053511705678;0.0654460459680561;0.8909232567199065;0.0037008180755746006
430585;Coqueiros do Sul (RS);257.4;10.5;260.7240925;70.86;2.12;199.14;0.5;29.36;31.83;0.767;78.2;93.17;4.59;2695;1.0;0.016214177978883804;0.10649350649350649;0.29833024118738405;0.00037105751391465676
311880;Coração de Jesus (MG);2243.8;11.4;350.6931683;68.95;3.36;116.08;0.63;43.87;51.94;0.687;75.34;76.79;3.56;25729;103.0;0.07360734404339664;0.05798903960511485;0.5421120136810603;0.004003264798476428
290890;Coração de Maria (BA);358.7;66.4;86.00466154;63.45;3.02;92.6;0.56;45.44;52.92;0.64;83.86;70.49;3.1;23818;19.0;0.08574554405798418;0.06994709883281552;0.3160634814006214;0.0007977160130993367
410630;Corbélia (PR);545.6;28.9;411.8395581;69.32;2.35;240.54;0.52;50.21;38.77;0.767;83.84;89.4;5.14;15803;117.0;0.0014575411913815284;0.05979877238499019;0.7936467759286211;0.007403657533379738
330150;Cordeiro (RJ);116.3;159.9;130.3709987;72.2;2.28;275.43;0.53;45.66;40.22;0.789;78.66;91.01;6.29;18601;38.0;0.16053156975293237;0.0741357991505833;0.9545723348207086;0.0020429009193054137
290900;Cordeiros (BA);556.4;14.6;434.82091;65.23;3.13;84.11;0.52;50.06;53.47;0.615;76.63;61.04;1.97;8193;9.0;-0.23171417854463616;0.07726107652874405;0.25631636763090443;0.0010984987184181618
351240;Cordeirópolis (SP);137.7;127.7;145.1950559;76.82;2.06;367.03;0.5;78.84;38.04;0.835;77.86;93.28;5.9;17591;36.0;0.3188633978107662;0.06440793587630038;0.9134216360638963;0.0020465010516741516
420435;Cordilheira Alta (SC);84.7;36.5;406.461207;76.29;2.41;315.96;0.54;28.21;35.09;0.826;87.9;89.27;4.71;3093;6.0;-0.41969981238273923;0.05851923698674426;0.0979631425800194;0.0019398642095053346
311890;Cordisburgo (MG);825.7;10.3;85.87818606;68.87;2.11;176.06;0.57;37.15;38.9;0.733;77.04;86.32;4.55;8522;10.0;0.008401372618624947;0.08038019244308847;0.667448955644215;0.0011734334663224596
