Código;Município;Área (km²);Densidade demográfica, 2000;Distância à capital (km);Esperança de vida ao nascer, 2000;Taxa de fecundidade total, 2000;Renda per Capita, 2000;Índice de Gini, 2000;Intensidade da indigência, 2000;Intensidade da pobreza, 2000;Índice de Desenvolvimento Humano Municipal, 2000;Taxa bruta de freqüência à escola, 2000;Taxa de alfabetização, 2000;Média de anos de estudo das pessoas de 25 anos ou mais de idade, 2000;População total, 2000;QTD_TOTAL_CNPJ_SUPERMERCADO;Variacao_Populacao_1991_a_2000;Percentual_Populacao_65_anos;Percentual_Populacao_Urbana;Supermercados per Capita
320270;Itaguaçu (ES);532.4;27.2;78.89052546;71.33;2.69;205.38;0.54;37.62;39.02;0.748;71.18;86.07;4.78;14495;28.0;0.08228178899425065;0.08395998620213867;0.48547775094860296;0.0019317005864091066
291535;Itaguaçu da Bahia (BA);4588.3;2.5;475.3527388;62.05;5.1;65.87;0.6;59.59;63.46;0.586;70.2;65.08;2.27;11309;;-0.14700558153567655;0.049429657794676805;0.17570076929878858;
330200;Itaguaí (RJ);278.3;294.5;58.32488276;68.43;2.58;246.45;0.52;58.04;44.46;0.768;85.28;90.64;5.9;82003;215.0;0.3147405887257102;0.049339658305183956;0.9537212053217565;0.0026218552979769033
411090;Itaguajé (PR);200.6;23.8;414.9449154;67.7;2.63;204.4;0.6;49.39;37.81;0.723;81.2;78.73;4.54;4771;18.0;-0.05599525128611005;0.07252148396562566;0.7516243974009642;0.0037727939635296584
313220;Itaguara (MG);411.9;27.4;84.64148376;69.14;2.16;207.9;0.53;39.87;40.71;0.743;71.91;88.43;4.63;11302;22.0;0.059132227532564974;0.0805167227039462;0.6905857370376924;0.001946558131304194
521056;Itaguari (GO);127.0;33.7;92.33324848;67.18;2.17;199.57;0.53;41.55;38.94;0.72;79.53;80.1;4.2;4385;18.0;0.0734394124847002;0.06909920182440137;0.8;0.004104903078677309
521060;Itaguaru (GO);240.8;23.8;110.0802106;68.08;2.22;222.46;0.59;46.25;36.89;0.746;84.72;84.36;4.55;5696;46.0;-0.11689922480620152;0.05933988764044944;0.8024929775280899;0.008075842696629214
171070;Itaguatins (TO);827.7;7.7;497.723183;62.43;3.74;72.78;0.57;54.24;58.77;0.617;82.33;69.57;2.99;6386;58.0;0.267314943441159;0.05324146570623239;0.5120576260569997;0.009082367679298466
230620;Itaiçaba (CE);240.2;27.4;133.0146488;64.0;2.58;79.15;0.54;50.28;54.39;0.641;91.27;69.85;3.42;6579;6.0;0.1540080687598666;0.09165526675786594;0.5581395348837209;0.0009119927040583675
220500;Itainópolis (PI);782.8;13.3;300.0649495;60.53;2.66;97.68;0.63;54.61;60.43;0.585;77.29;54.96;2.17;10381;18.0;-0.026629160806376007;0.07388498217898083;0.24776033137462672;0.0017339370002889896
420810;Itaiópolis (SC);1242.6;15.4;194.1513332;68.82;3.16;157.53;0.49;41.36;44.07;0.738;74.31;92.84;4.67;19086;120.0;0.07915865656451437;0.06544063711621083;0.45881798176674005;0.006287331027978623
210535;Itaipava do Grajaú (MA);3101.4;4.2;334.1380988;57.87;4.93;76.32;0.62;50.85;59.69;0.531;61.86;51.63;1.43;13341;2.0;0.14465894465894458;0.02795892361891912;0.08432651225545311;0.00014991379956524997
313230;Itaipé (MG);482.5;22.2;360.5662004;67.64;3.56;100.39;0.67;57.35;59.99;0.633;66.8;63.4;2.56;10751;52.0;0.24476091235382658;0.057669054041484515;0.37940656683099244;0.0048367593712212815
411095;Itaipulândia (PR);338.2;20.2;506.2977223;68.28;2.13;229.13;0.58;57.83;42.29;0.76;82.78;90.37;5.17;6836;5.0;0.6299475441106341;0.046664716208308955;0.54959040374488;0.0007314218841427735
230625;Itaitinga (CE);155.3;188.1;28.05158075;67.48;2.98;96.53;0.5;47.55;48.05;0.68;88.69;74.9;3.4;29217;11.0;0.2828540065861691;0.05062121367696889;0.9085806208714104;0.0003764931375569018
150360;Itaituba (PA);62380.8;1.5;887.2315774;66.46;3.5;162.6;0.65;54.39;50.84;0.704;80.7;79.17;3.95;94750;675.0;0.3553333619419532;0.026427440633245383;0.6805910290237467;0.00712401055408971
352180;Itaí (SP);1114.9;18.9;250.6194276;68.41;2.8;197.83;0.54;61.22;44.58;0.728;66.56;87.51;4.42;21039;72.0;0.1805072382448658;0.057512239174865726;0.8034127097295499;0.0034222158847853987
260750;Itaíba (PE);1073.2;25.0;296.4975077;62.96;3.67;72.5;0.61;56.6;60.78;0.567;75.84;49.3;2.0;26799;57.0;-0.01263724117603715;0.06306205455427441;0.3259449979476846;0.00212694503526251
420820;Itajaí (SC);303.6;485.7;77.37115123;73.18;1.93;387.0;0.55;71.61;39.69;0.825;81.67;95.03;6.74;147494;449.0;0.226785773696643;0.049893554992067476;0.9624120303198774;0.0030441916281340256
240485;Itajá (RN);204.4;30.6;184.5263758;63.83;2.44;89.42;0.54;47.99;50.67;0.635;88.59;65.76;3.36;6249;3.0;0.13370827285921627;0.05184829572731637;0.8206112978076492;0.00048007681228996637
521080;Itajá (GO);2557.7;2.6;359.2412969;69.69;2.73;216.73;0.54;50.2;34.46;0.747;82.29;82.63;4.36;6572;44.0;0.070184009119036;0.05782105903834449;0.6313146682897139;0.006695069993913573
352190;Itajobi (SP);503.2;28.3;350.8148122;76.32;1.9;251.4;0.48;55.47;32.4;0.798;73.86;89.48;4.93;14230;39.0;0.05877976190476186;0.09255094869992972;0.7637385804638088;0.0027406886858749122
352200;Itaju (SP);229.4;11.5;282.323594;76.55;2.62;249.75;0.45;32.06;31.78;0.807;75.65;92.2;4.96;2638;6.0;0.0007587253414265138;0.09287338893100834;0.623199393479909;0.002274450341167551
291540;Itaju do Colônia (BA);1221.8;7.0;274.490036;62.79;2.7;92.84;0.56;44.37;49.3;0.618;75.83;66.47;3.04;8580;26.0;-0.12207101197175896;0.05827505827505827;0.7506993006993007;0.0030303030303030303
313240;Itajubá (MG);291.2;288.7;328.8174494;70.86;2.37;353.35;0.58;43.87;38.34;0.815;90.02;94.16;7.13;84135;221.0;0.12159063641453605;0.07125453140785643;0.9150294170083794;0.0026267308492304033
291550;Itajuípe (BA);297.0;75.8;211.3518881;64.42;2.47;97.83;0.58;46.21;51.86;0.648;78.34;73.15;3.64;22511;41.0;-0.09706790742449156;0.06881080360712541;0.7162276220514415;0.0018213317933454755
330205;Italva (RJ);297.0;42.5;226.9123314;65.98;2.52;212.05;0.53;44.11;36.35;0.724;79.34;83.73;4.48;12621;8.0;-0.011203384518959525;0.10411219396244355;0.7004991680532446;0.0006338641945963078
260760;Itamaracá (PE);65.4;242.4;34.53738181;72.8;2.77;155.54;0.61;58.1;51.8;0.743;84.26;80.48;5.28;15858;;0.3663622264346027;0.04237608777903897;0.8153613318199017;
291560;Itamaraju (BA);2377.7;26.9;465.0977687;61.4;2.63;143.19;0.57;38.03;43.07;0.65;80.11;71.21;3.25;64144;166.0;-0.0025502270324065934;0.052241830880518834;0.7488931154901471;0.0025879271638812673
313250;Itamarandiba (MG);2745.1;10.6;246.4612774;66.77;4.07;109.16;0.67;57.64;60.53;0.663;75.85;72.49;3.01;29400;57.0;0.046300580091818144;0.05612244897959184;0.6026190476190476;0.0019387755102040817
130195;Itamarati (AM);25385.2;0.3;982.9906536;63.86;6.21;48.23;0.69;68.16;73.52;0.505;54.42;40.05;1.51;8406;2.0;-0.07473858007705003;0.020104687128241733;0.3691410896978349;0.00023792529145848205
313260;Itamarati de Minas (MG);118.7;31.9;213.4884725;71.1;2.11;194.67;0.52;25.41;32.85;0.751;76.37;86.84;4.42;3791;5.0;0.1023553358534457;0.09285149037193352;0.7396465312582432;0.0013189132155104195
291570;Itamari (BA);132.0;63.1;155.3109855;65.49;3.21;98.88;0.59;44.02;51.03;0.635;78.29;64.44;2.4;8347;35.0;-0.05480693013248783;0.06361567030070685;0.6574817299628609;0.004193123277824368
313270;Itambacuri (MG);1423.1;15.8;310.4250431;63.96;3.18;152.96;0.65;42.78;49.95;0.666;78.88;71.31;3.8;22668;108.0;0.06949752300070777;0.08024527968943003;0.6172578083642138;0.004764425622022234
411100;Itambaracá (PR);207.8;34.1;291.3683693;67.37;2.59;165.12;0.51;44.92;34.82;0.715;79.88;82.1;4.6;7090;17.0;-0.27035093135741484;0.07249647390691115;0.7479548660084626;0.002397743300423131
260765;Itambé (PE);306.3;114.2;75.98407603;59.69;2.71;78.08;0.56;50.64;53.81;0.573;72.66;60.04;2.79;34982;70.0;0.021372262773722728;0.06317534732147961;0.7525298725058601;0.00200102910068035
291580;Itambé (BA);1631.4;18.9;340.1413867;63.08;2.76;77.36;0.42;32.0;43.49;0.608;78.48;64.32;2.43;30850;58.0;0.2907409731810384;0.057601296596434357;0.7188006482982172;0.001880064829821718
411110;Itambé (PR);244.5;24.3;337.5847165;69.86;2.76;237.85;0.53;44.77;32.23;0.769;88.29;86.97;5.04;5956;17.0;-0.03452747609012807;0.08075889858965749;0.9029550033579583;0.0028542646071188717
313280;Itambé do Mato Dentro (MG);382.2;6.8;80.14429987;67.72;3.43;109.24;0.54;38.18;47.38;0.674;73.75;76.43;2.93;2582;2.0;-0.06279491833030848;0.09953524399690163;0.2927962819519752;0.000774593338497289
313290;Itamogi (MG);237.1;45.2;351.0944017;72.45;2.84;235.03;0.52;35.13;30.64;0.764;69.35;87.8;4.43;10723;29.0;0.15761632300550588;0.07311386738785787;0.6919705306350835;0.0027044670334794366
313300;Itamonte (MG);431.7;28.2;290.053843;75.17;2.45;236.18;0.56;43.18;34.65;0.792;75.8;90.14;5.01;12197;31.0;0.21641567767029013;0.0764122325161925;0.5480855948183979;0.0025416085922767896
291590;Itanagra (BA);454.1;14.0;93.67929434;62.14;3.57;72.6;0.56;49.83;58.12;0.603;74.77;67.78;2.74;6370;5.0;0.14712767873221688;0.05117739403453689;0.29183673469387755;0.0007849293563579278
352210;Itanhaém (SP);597.4;120.4;72.25378976;69.65;2.53;284.76;0.56;61.84;51.93;0.779;79.27;91.81;6.05;71995;151.0;0.5625949559404437;0.06536565039238836;0.9882352941176471;0.0020973678727689423
313310;Itanhandu (MG);144.3;89.5;293.5749155;72.83;2.16;306.52;0.57;28.23;30.15;0.795;72.7;92.65;6.08;12915;24.0;0.14565776634436256;0.06976384049554782;0.8142469996128533;0.0018583042973286876
291600;Itanhém (BA);1449.8;14.7;505.3390564;68.23;2.38;119.67;0.57;46.36;52.17;0.673;81.62;68.51;3.08;21334;27.0;-0.08142088266953718;0.08062248054748289;0.6604481109965313;0.0012655854504546732
313320;Itanhomi (MG);488.5;23.7;230.4575053;69.38;2.29;138.7;0.59;43.34;47.8;0.7;76.62;76.09;3.69;11572;47.0;-0.07171506497673674;0.08848945731075009;0.6371413757345317;0.004061527825786381
313330;Itaobim (MG);682.2;31.2;444.8115132;69.61;2.58;122.37;0.63;50.09;51.75;0.689;78.37;73.27;3.84;21271;82.0;0.04484723450240691;0.06765079215833764;0.7557707677119082;0.0038550138686474543
330210;Itaocara (RJ);429.6;53.5;178.6084914;70.54;2.1;287.5;0.63;25.95;31.82;0.771;77.64;86.68;5.43;23003;66.0;0.0030523699472375654;0.09463982958744512;0.6924314219884363;0.002869190975090206
352215;Itaóca (SP);204.7;15.8;254.6388925;61.0;2.86;107.89;0.62;58.87;57.94;0.65;79.62;79.7;3.75;3226;2.0;-0.07405281285878296;0.08586484810911345;0.6738995660260384;0.0006199628022318661
521090;Itapaci (GO);959.5;14.5;194.5881501;66.41;2.37;173.38;0.53;35.52;38.44;0.724;87.86;83.61;4.64;13931;76.0;0.10109073664242807;0.057066972938051824;0.8577991529682004;0.005455459048165961
230630;Itapagé (CE);399.0;102.9;115.7043476;66.14;3.23;91.52;0.61;50.6;57.14;0.642;74.59;69.43;3.19;41093;;0.22137018873532477;0.06047258657192223;0.668215997858516;
313340;Itapagipe (MG);1800.8;6.6;567.030128;73.97;2.15;247.62;0.51;52.88;27.56;0.788;77.08;89.74;5.01;11832;22.0;0.05614567526555381;0.06964164976335362;0.592292089249493;0.0018593644354293441
291610;Itaparica (BA);116.4;162.7;20.3989085;66.34;2.76;131.24;0.58;52.71;49.26;0.712;88.2;85.09;5.33;18945;26.0;0.25838591829956825;0.05051464766429137;1.0;0.0013723937714436526
291630;Itapebi (BA);975.2;11.4;348.9486462;67.92;3.21;88.01;0.54;38.04;50.94;0.636;76.25;63.04;2.55;11126;16.0;0.004332912077992468;0.053927736832644256;0.7677512133740787;0.0014380729822038468
313350;Itapecerica (MG);1045.0;20.3;142.1662228;72.66;2.0;223.92;0.56;43.1;37.61;0.763;74.15;85.72;4.97;21235;41.0;-0.05014313830738948;0.09272427595950082;0.7638332940899458;0.001930774664469037
352220;Itapecerica da Serra (SP);151.8;850.8;28.68518054;70.69;2.44;277.24;0.56;68.36;52.17;0.783;80.95;91.14;5.61;129685;206.0;0.5158971361776739;0.029533099433242088;0.9895284728380306;0.0015884643559393916
210540;Itapecuru Mirim (MA);1186.2;35.7;96.0977022;62.12;3.55;75.4;0.55;44.79;54.57;0.609;82.5;65.76;3.35;42772;158.0;0.17991724137931042;0.05854297203778173;0.646708126811933;0.00369400542410923
411120;Itapejara d'Oeste (PR);250.1;36.6;359.7335362;73.49;2.33;215.44;0.54;38.88;37.77;0.786;85.99;89.15;4.59;9162;31.0;0.012935323383084674;0.07236411263916176;0.5414756603361711;0.0033835407116350144
420830;Itapema (SC);58.7;440.5;56.66923494;72.66;2.12;486.66;0.68;72.2;40.73;0.835;81.59;95.13;6.54;25869;110.0;1.124589356110381;0.04650353705207005;0.9579419382272217;0.0042521937454095635
320280;Itapemirim (ES);555.5;50.6;92.58617318;64.24;2.75;153.96;0.52;48.15;40.53;0.687;67.37;85.14;4.48;28121;205.0;0.17734980113041665;0.0557234806728068;0.5736993705771487;0.007289925678318694
411125;Itaperuçu (PR);299.8;63.8;24.30960476;66.01;3.33;133.47;0.51;70.03;53.08;0.675;57.65;84.18;3.77;19344;25.0;0.7392555295810106;0.032671629445823;0.8392266335814723;0.0012923904052936312
330220;Itaperuna (RJ);1108.4;78.2;232.5510415;73.01;2.19;261.87;0.55;44.5;38.47;0.787;82.14;87.81;5.76;86720;202.0;0.1117948717948718;0.07623385608856088;0.8922739852398524;0.0023293357933579337
260770;Itapetim (PE);409.8;36.0;265.1154615;62.22;2.87;88.69;0.6;65.53;63.05;0.62;76.01;69.92;3.49;14766;19.0;-0.05696768425086218;0.09379655966409318;0.5140864147365569;0.0012867398076662603
291640;Itapetinga (BA);1615.4;35.8;314.8185248;65.78;2.34;160.32;0.59;41.02;44.24;0.7;83.25;78.18;4.49;57931;209.0;0.08330840002992002;0.06578515820545132;0.9525469955636878;0.0036077402427025255
352230;Itapetininga (SP);1796.2;69.7;144.4029518;69.88;2.4;324.08;0.56;52.25;39.06;0.786;75.34;93.11;6.55;125559;299.0;0.23603591187415085;0.06346020595895156;0.8931020476429408;0.00238135060011628
313360;Itapeva (MG);178.4;41.3;403.1164974;71.55;2.6;216.89;0.52;44.46;34.86;0.747;69.55;84.35;4.1;7361;30.0;0.33134382347621627;0.06548023366390436;0.5136530362722456;0.004075533215595707
352240;Itapeva (SP);1830.9;45.2;232.848487;66.54;2.76;245.66;0.62;48.76;44.35;0.745;74.65;90.48;5.5;82866;300.0;0.12647834479758568;0.053302922791011995;0.735573093910651;0.0036203026573021504
352250;Itapevi (SP);91.6;1773.2;30.3563172;69.21;2.91;207.18;0.51;68.2;50.86;0.759;80.27;91.22;5.42;162433;198.0;0.5357044936702877;0.026829523557405206;1.0;0.0012189641267476437
291620;Itapé (BA);444.8;32.9;235.5460644;69.15;2.47;78.83;0.49;39.7;47.81;0.653;75.12;70.42;3.22;14639;16.0;-0.06424188187164404;0.05874718218457545;0.5919803265250358;0.0010929708313409385
291650;Itapicuru (BA);1552.5;17.6;186.2569404;57.24;3.94;62.83;0.55;49.49;58.43;0.521;63.19;52.79;1.7;27315;25.0;0.09915093960001609;0.0643602416254805;0.18616144975288304;0.0009152480322167307
230640;Itapipoca (CE);1191.6;79.2;148.3028533;68.33;3.56;83.12;0.64;59.33;62.13;0.659;85.93;68.5;3.44;94369;108.0;0.21107004440337773;0.06371795822780786;0.5137386217931736;0.001144443620256652
352260;Itapira (SP);518.8;122.8;125.0216178;70.74;1.9;359.83;0.52;53.56;36.16;0.794;78.76;90.22;5.7;63377;146.0;0.12001201710670495;0.08294807264465026;0.9158211969641984;0.00230367483471922
130200;Itapiranga (AM);4249.6;1.7;225.7173431;67.81;3.91;78.0;0.58;54.22;59.18;0.694;79.2;90.39;4.7;7309;29.0;0.42281487249367333;0.04159255712135723;0.7244493090710084;0.003967711041182104
420840;Itapiranga (SC);286.1;48.9;511.605908;75.79;2.34;275.69;0.62;40.31;44.28;0.832;89.94;95.69;5.88;13998;9.0;0.04330327196839834;0.053293327618231176;0.3844834976425204;0.0006429489927132448
521100;Itapirapuã (GO);2050.9;5.3;173.3947405;67.29;2.3;150.7;0.52;52.9;38.18;0.707;80.79;80.43;4.08;10856;78.0;0.19929297392841372;0.05996683861459101;0.6873618275607959;0.007184966838614591
352265;Itapirapuã Paulista (SP);407.1;8.8;281.0620895;61.0;3.88;122.88;0.61;54.49;57.2;0.645;71.03;78.49;3.3;3577;2.0;0.09656652360515028;0.0637405647190383;0.461839530332681;0.0005591277606933184
171090;Itapiratins (TO);1241.0;2.6;199.6170652;64.43;4.85;72.04;0.69;70.86;69.12;0.631;73.1;75.66;2.88;3277;3.0;0.39684569479965903;0.05889533109551419;0.3545926151968264;0.00091547146780592
260775;Itapissuma (PE);74.3;271.0;30.91507488;70.57;3.25;114.97;0.58;56.19;52.05;0.695;80.06;74.06;4.26;20116;18.0;0.22598732325694781;0.04702724199642076;0.8117916086697157;0.0008948101014118115
291660;Itapitanga (BA);412.0;25.2;197.4332286;64.05;2.37;83.12;0.53;41.48;50.29;0.608;73.16;62.86;3.07;10382;25.0;-0.008783654764177973;0.06135619341167405;0.6833943363513774;0.002408013870159892
230650;Itapiúna (CE);592.9;27.4;103.0663324;68.33;3.55;69.36;0.68;68.09;67.52;0.633;84.69;62.29;2.87;16276;28.0;0.26622063170997357;0.07452691078889162;0.4721061685917916;0.0017203244040304743
420845;Itapoá (SC);256.1;34.5;164.5916582;70.91;2.48;305.39;0.62;54.61;43.51;0.793;78.16;93.93;6.1;8839;47.0;1.205889693037185;0.05181581626880869;0.926688539427537;0.005317343590903949
250700;Itaporanga (PB);481.8;43.7;362.9708663;60.68;2.27;106.13;0.57;53.83;53.23;0.624;76.79;70.35;4.39;21123;94.0;0.06606439890986171;0.0679354258391327;0.6954031150878189;0.004450125455664442
352280;Itaporanga (SP);509.1;28.1;291.0884633;65.27;2.45;181.72;0.6;46.82;46.23;0.709;74.69;85.02;4.27;14354;103.0;-0.027243155326646784;0.07085133063954298;0.6918628953601783;0.0071757001532673816
280320;Itaporanga d'Ajuda (SE);757.3;33.5;27.8082721;65.97;3.14;85.15;0.52;44.17;50.6;0.638;81.19;66.64;3.08;25482;33.0;0.2537886242865577;0.05121262067341653;0.35943018601365667;0.0012950317871438662
500450;Itaporã (MS);1325.4;12.9;182.3944133;65.65;2.6;188.73;0.58;47.58;42.36;0.712;74.27;84.24;4.68;17045;21.0;0.06965798556636327;0.061014960398943975;0.6882370196538574;0.0012320328542094457
171110;Itaporã do Tocantins (TO);876.8;2.9;181.5914559;70.71;2.56;130.56;0.56;54.86;47.21;0.709;77.57;77.92;3.48;2522;9.0;-0.21677018633540368;0.04559873116574147;0.6153846153846154;0.0035685963521015066
250710;Itapororoca (PB);150.7;97.0;52.88515087;61.4;3.01;83.05;0.57;49.74;55.18;0.573;79.74;50.35;2.04;14633;20.0;0.08917007815407518;0.08515000341693432;0.5607872616688307;0.0013667737306088978
431057;Itapuca (RS);184.4;14.6;166.4349139;68.72;2.21;178.87;0.46;40.28;40.42;0.729;77.21;84.31;3.91;2691;;-0.048444130127298424;0.07320698625046451;0.16536603493125232;
352290;Itapuí (SP);140.0;73.5;258.490455;71.41;2.67;263.34;0.46;74.42;31.04;0.774;75.34;89.05;5.18;10371;19.0;0.14584023864766316;0.08398418667438048;0.9245010124385306;0.001832031626651239
352300;Itapura (SP);308.1;12.4;596.3242804;70.77;2.3;167.04;0.51;56.89;45.26;0.739;81.99;83.0;4.6;3838;25.0;0.02237613212573253;0.0771235018238666;0.8681605002605524;0.006513809275664409
521120;Itapuranga (GO);1281.6;20.9;144.6036928;68.0;2.16;219.46;0.6;39.51;40.26;0.735;82.94;80.79;4.51;26740;116.0;-0.046022119158044994;0.06398653702318624;0.7443904263275991;0.004338070306656694
352310;Itaquaquecetuba (SP);82.0;3322.1;30.14237244;67.1;2.94;193.01;0.5;72.13;52.7;0.744;82.27;90.81;5.23;272942;327.0;0.6546251447346885;0.02505660543265602;1.0;0.0011980567300012457
291670;Itaquara (BA);298.0;26.4;163.632544;59.6;3.5;82.86;0.52;41.95;49.82;0.586;79.2;61.02;2.17;7861;7.0;0.0948467966573816;0.08205062969087902;0.5298308103294747;0.0008904719501335708
431060;Itaqui (RS);3405.7;11.7;524.1531962;76.34;2.59;213.25;0.6;59.64;43.88;0.801;81.19;91.39;5.91;39770;197.0;0.12484443941622358;0.0555443801860699;0.875609756097561;0.004953482524515967
500460;Itaquiraí (MS);2067.1;7.6;340.1379786;69.68;2.86;138.07;0.55;36.27;42.52;0.71;77.69;79.87;3.47;15770;24.0;0.20473644003055758;0.037285986049461005;0.398287888395688;0.0015218769816106531
260780;Itaquitinga (PE);117.0;127.8;49.31064179;59.69;3.18;81.83;0.59;49.44;54.09;0.587;71.97;65.36;3.41;14950;19.0;0.06580166821130673;0.05036789297658863;0.7210033444816053;0.0012709030100334449
320290;Itarana (ES);299.1;38.2;74.73564806;70.15;2.21;206.38;0.53;31.74;42.14;0.741;67.69;87.33;4.69;11425;15.0;0.09919184144698856;0.07982494529540482;0.30424507658643324;0.001312910284463895
291680;Itarantim (BA);1789.8;8.9;342.5021596;66.1;2.34;98.76;0.58;43.84;50.24;0.659;80.46;72.85;3.05;16923;25.0;-0.01701905204460963;0.06996395438161082;0.7658216628257402;0.0014772794421792827
352320;Itararé (SP);1005.8;46.3;282.0721219;65.27;2.96;225.56;0.63;52.07;47.03;0.732;73.24;90.8;4.93;46554;139.0;0.1127204933314212;0.06686858272114105;0.9194913433861752;0.0029857799544614856
230655;Itarema (CE);738.4;41.1;176.0911803;64.93;4.92;63.1;0.6;59.24;63.17;0.601;79.99;60.66;2.26;30347;33.0;0.18784249256301866;0.055161959996045735;0.32625959732428245;0.001087422150459683
352330;Itariri (SP);274.0;49.6;98.82441069;68.3;3.21;239.88;0.59;48.2;46.88;0.75;73.46;89.08;5.1;13613;23.0;0.1727257064093728;0.05707779328582972;0.546903694997429;0.0016895614486152942
521130;Itarumã (GO);3444.4;1.6;321.0182918;67.17;2.75;265.6;0.59;58.6;35.48;0.735;72.01;83.6;4.41;5446;35.0;-0.07048984468339303;0.04847594564818215;0.5569225119353655;0.006426735218508998
330225;Itatiaia (RJ);225.5;109.7;146.0810637;71.96;2.08;295.87;0.55;48.94;34.73;0.8;84.39;91.99;6.43;24739;18.0;0.5391650594164126;0.04866809491086948;0.4740692833178382;0.0007275961033186467
313370;Itatiaiuçu (MG);295.9;28.8;64.34542665;68.7;2.63;168.47;0.51;42.64;37.18;0.727;76.86;85.28;3.87;8517;5.0;0.1562584849307629;0.058823529411764705;0.5916402489139369;0.0005870611717740989
352340;Itatiba (SP);323.3;250.2;63.6919446;73.08;1.96;430.4;0.52;60.77;34.16;0.828;82.58;93.36;6.27;81197;120.0;0.3171708978830401;0.06415261647597818;0.811914233284481;0.001477887114055938
431070;Itatiba do Sul (RS);215.3;24.4;317.2566384;75.21;2.83;167.59;0.52;41.22;41.54;0.775;80.91;88.57;4.17;5252;12.0;-0.2110560312453057;0.07178217821782178;0.3413937547600914;0.002284843869002285
291685;Itatim (BA);576.4;22.0;131.7812886;65.4;3.28;91.28;0.56;46.74;50.86;0.635;73.78;69.04;2.79;12700;11.0;0.26506624165753556;0.06708661417322835;0.6850393700787402;0.0008661417322834646
352350;Itatinga (SP);982.2;15.7;208.0237619;70.9;2.85;219.04;0.49;55.58;36.34;0.759;74.9;88.57;4.7;15446;37.0;0.12179533735202264;0.05548362035478441;0.8761491648323191;0.0023954421856791403
230660;Itatira (CE);740.6;21.0;149.8080107;63.84;4.64;53.6;0.67;67.69;70.26;0.569;79.42;53.69;1.92;15541;117.0;0.12185086262903333;0.07438388778070909;0.38800591982497906;0.007528473071230938
250720;Itatuba (PB);240.3;39.0;89.13986642;56.81;2.97;61.2;0.51;52.94;58.02;0.526;71.33;52.42;2.21;9374;34.0;0.025489552565364892;0.08171538297418392;0.5317900576061446;0.0036270535523789203
160025;Itaubal (AP);1569.8;1.8;80.41289588;60.85;4.86;83.04;0.59;48.48;55.9;0.642;84.31;80.91;3.65;2894;1.0;0.6825581395348836;0.023842432619212164;0.39944713199723564;0.0003455425017277125
521140;Itauçu (GO);385.0;21.2;65.15100313;70.74;2.22;163.82;0.5;39.68;35.84;0.742;85.01;83.31;4.63;8277;18.0;-0.04620880387185988;0.07152349885224114;0.7438685514075148;0.0021747009786154403
220510;Itaueira (PI);2571.1;4.0;280.4487131;65.4;2.67;109.78;0.62;44.78;53.53;0.637;71.91;66.4;3.02;10347;47.0;-0.06013261876646381;0.06340001932927418;0.4953126510099546;0.004542379433652266
240490;Itaú (RN);124.4;42.4;307.8051229;67.34;2.19;100.22;0.55;52.16;51.42;0.675;89.1;72.19;4.19;5271;10.0;0.07549479698020822;0.07171314741035857;0.7797381900967558;0.0018971732119142477
313375;Itaú de Minas (MG);153.3;89.3;308.9119435;71.33;2.07;264.85;0.49;50.2;38.93;0.796;87.87;92.99;6.12;13691;20.0;0.24997717520314078;0.060623767438463226;0.9723906215762179;0.0014608136732159813
510455;Itaúba (MT);6491.6;1.3;511.5743487;68.32;3.17;261.64;0.6;49.05;36.39;0.74;71.04;83.91;3.73;8565;14.0;0.1990760184796303;0.02965557501459428;0.5692936368943374;0.0016345592527729131
313380;Itaúna (MG);497.3;154.4;70.82356513;75.22;1.92;315.49;0.56;48.1;35.02;0.823;83.67;92.95;6.08;76862;110.0;0.15764741320882592;0.0612136036012594;0.9337513986104967;0.0014311363222398584
411130;Itaúna do Sul (PR);123.4;36.0;473.4906831;68.94;2.57;143.27;0.55;41.79;42.8;0.708;78.15;79.55;4.14;4447;18.0;-0.023710208562019774;0.08230267596132224;0.6273892511805712;0.00404767258826175
313390;Itaverava (MG);283.6;22.4;102.2482707;70.28;2.56;88.12;0.52;47.55;50.77;0.684;68.61;82.3;3.19;6388;5.0;0.00741208011354666;0.07326236693800876;0.37852222917971196;0.0007827175954915466
420800;Itá (SC);166.1;40.7;373.7070828;72.62;2.1;323.13;0.55;42.83;36.2;0.805;80.63;92.26;5.32;6764;19.0;0.06486146095717893;0.052779420461265526;0.505913660555884;0.0028089887640449437
352270;Itápolis (SP);999.7;37.8;311.3480999;71.34;2.45;303.43;0.54;56.45;39.75;0.785;76.36;90.27;5.12;37750;83.0;0.1421051039240009;0.08431788079470198;0.8513907284768212;0.0021986754966887415
313400;Itinga (MG);1649.5;8.4;424.5235138;66.88;3.2;67.36;0.64;64.08;63.96;0.624;71.04;68.98;3.09;13894;103.0;-0.008492114465139533;0.07693968619548007;0.4129840218799482;0.007413271915934936
210542;Itinga do Maranhão (MA);872.8;26.5;416.287109;62.3;3.16;178.21;0.71;58.21;48.68;0.664;74.67;72.35;3.43;23128;10.0;0.7914794732765298;0.028666551366309235;0.7523780698720166;0.00043237634036665516
510460;Itiquira (MT);8666.9;1.1;274.2206684;72.36;2.69;236.88;0.6;55.56;39.24;0.767;70.07;88.92;4.81;9200;42.0;0.14928169893816357;0.02858695652173913;0.3294565217391304;0.004565217391304348
